Id,Amount,Network,Mode,TransactionDate,transactionId,settlementId
2870,322.67,Discover,Online,2022-03-14,9220210639,4629068219
2871,459.99,Visa,Online,2023-03-06,3616944331,3730547089
2872,923.66,American Express,Online,2022-08-08,8699637530,8211792174
2873,169.98,Visa,Online,2022-11-23,5508629591,3512559239
2874,419.98,American Express,In-store,2022-09-10,3653876057,1920068915
2875,206.35,Visa,In-store,2022-03-30,3691851372,5834671368
2876,666.81,Discover,In-store,2023-02-18,8222325292,7727829495
2877,83.67,American Express,Online,2022-08-31,4167012105,8864530986
2878,43.18,American Express,In-store,2023-02-21,6309841619,1694682775
2879,168.21,American Express,In-store,2022-06-04,8601411123,3455674649
2880,881.49,American Express,In-store,2022-05-15,3753986371,4675653310
2881,772.86,Mastercard,Online,2023-01-18,5273797228,4079922567
2882,348.08,Mastercard,Online,2022-06-17,7345893768,3418758182
2883,684.19,American Express,In-store,2022-11-28,8553129533,7685057121
2884,871.66,American Express,Online,2022-11-13,9733962142,6061192869
2885,778.92,Visa,Online,2023-02-03,4816893424,6679584935
2886,962.49,Mastercard,Online,2022-10-18,1141290699,2590473216
2887,174.58,American Express,In-store,2022-11-05,1947633535,4142761640
2888,207.57,American Express,In-store,2022-04-16,4667176618,5691360235
2889,774.97,Discover,Online,2022-03-16,7899437079,4119640628
2890,763.92,Visa,In-store,2022-08-20,3646651658,9849330975
2891,269.08,Mastercard,In-store,2022-04-22,9367052955,2107002062
2892,270.37,Visa,In-store,2022-03-16,4524185059,6847906428
2893,947.06,American Express,Online,2022-06-14,1392647201,2765218866
2894,435.78,Visa,Online,2022-04-27,5492150931,6670744840
2895,662.24,Visa,Online,2023-01-24,1596943157,7291263250
2896,759.09,Mastercard,In-store,2022-12-28,2471946265,1825357036
2897,416.85,Mastercard,Online,2022-10-27,3101620286,8739399291
2898,158.71,Discover,Online,2023-01-18,8790255097,3913855025
2899,781.34,Visa,In-store,2022-12-25,6798137974,7924437078
2900,475.35,American Express,Online,2022-09-03,3043363071,8284293784
2901,309.08,Mastercard,Online,2022-07-01,5465937008,4719872934
2902,424.79,Visa,Online,2022-09-27,6414683539,7835160001
2903,726.89,Discover,In-store,2023-03-08,2673497040,2791595890
2904,734.95,Mastercard,Online,2022-11-13,1938930587,7278699622
2905,157.35,Mastercard,In-store,2022-04-02,7143374889,1749150950
2906,172.14,American Express,In-store,2022-08-03,7197845273,9397691069
2907,991.74,Visa,Online,2022-09-16,4152818624,8924098413
2908,837.07,American Express,Online,2022-06-24,3073803776,1747406171
2909,447.16,Discover,In-store,2023-02-04,9631986197,3573853226
2910,107.28,American Express,Online,2023-01-21,9978177844,8154650093
2911,930.58,American Express,Online,2022-10-01,1584065277,2845921774
2912,792.47,Visa,Online,2022-09-20,5809219738,9508048461
2913,288.82,Mastercard,In-store,2022-12-29,3064866138,2437485207
2914,667.92,Discover,In-store,2022-04-01,6611532173,8468676509
2915,562.51,Mastercard,Online,2022-06-24,4505665914,7434874189
2916,811.76,American Express,In-store,2022-10-04,2450026852,4486501949
2917,14.49,Mastercard,Online,2023-02-10,7322288827,2267487103
2918,328.04,Visa,In-store,2022-04-17,9080912164,8846152592
2919,758.89,Visa,In-store,2022-07-17,4365539756,4760937313
2920,807.16,American Express,Online,2022-06-22,2682829764,6784431318
2921,424.76,Discover,In-store,2022-07-06,7060129942,1627771118
2922,446.68,Discover,Online,2023-03-02,3382006927,3900845686
2923,478.17,American Express,In-store,2022-08-20,3867548286,4755726675
2924,179.17,American Express,Online,2022-09-11,2427384776,2662427571
2925,628.82,Mastercard,Online,2022-03-25,2750318479,9604616421
2926,80.62,Visa,In-store,2022-05-16,7922237256,6657498303
2927,584.62,American Express,Online,2023-02-02,6413091592,4548078710
2928,322.43,Mastercard,In-store,2022-06-24,9322136334,7755701822
2929,519.71,American Express,Online,2023-02-14,8858183289,4365441108
2930,24.8,Discover,In-store,2023-01-13,2376201207,3318127633
2931,822.18,Discover,In-store,2022-08-15,2171612864,3443531500
2932,41.85,Discover,Online,2022-11-28,2681318009,4721978509
2933,460.0,Discover,In-store,2022-08-12,8338593085,8409921516
2934,768.23,American Express,In-store,2022-07-22,9879083764,5503257648
2935,702.47,Mastercard,In-store,2022-04-18,6402647478,3239447009
2936,658.8,Discover,Online,2022-09-22,1779084887,4274332689
2937,586.63,American Express,Online,2022-08-13,9762232341,7674724588
2938,470.36,American Express,In-store,2022-04-12,8288007614,9320005442
2939,224.71,Visa,In-store,2022-03-13,8574423339,4021540268
2940,635.33,Discover,Online,2022-09-06,9491642307,3843981653
2941,625.07,Discover,In-store,2022-11-10,7011845840,3163995276
2942,559.72,American Express,In-store,2022-07-09,6083483277,8984676616
2943,22.94,Mastercard,In-store,2023-02-15,8725264520,1293044506
2944,487.02,American Express,Online,2023-01-08,9633723452,7318239850
2945,784.54,Visa,Online,2023-02-02,6101888747,6694368738
2946,158.1,Discover,Online,2022-04-19,9742781884,6060060841
2947,528.89,American Express,In-store,2023-01-03,6919880880,1292101978
2948,525.93,Mastercard,In-store,2022-04-06,5570559458,7571463537
2949,65.72,Mastercard,In-store,2022-10-19,6556317820,9141883769
2950,775.77,Visa,Online,2022-08-30,8612575946,3009144523
2951,362.89,Mastercard,Online,2022-05-11,1345036386,4410726589
2952,375.62,Discover,Online,2022-11-26,6956162333,2976040088
2953,238.39,Visa,Online,2023-01-23,7990523988,8122714433
2954,819.74,Visa,Online,2023-02-01,8238375502,4896243414
2955,534.68,Visa,In-store,2023-01-30,3971332957,7075029251
2956,132.67,American Express,In-store,2022-06-12,5799592641,4577276741
2957,685.82,Discover,In-store,2023-01-01,4336162617,4260377673
2958,168.82,Visa,In-store,2022-12-14,6519960081,6125564646
2959,255.88,Mastercard,In-store,2022-05-03,1959188962,8657220914
2960,967.3,Discover,In-store,2022-11-06,3511171351,8557831171
2961,46.25,Discover,In-store,2022-03-15,2923197821,9066444137
2962,404.58,American Express,Online,2022-12-14,8634950872,4179995557
2963,741.97,Discover,Online,2022-12-12,2773471286,3097134860
2964,259.73,Visa,In-store,2022-12-27,4412802592,5655248361
2965,597.98,Visa,Online,2022-11-14,5765496005,7490516218
2966,729.76,American Express,Online,2023-03-06,4578471650,8210978952
2967,441.08,Discover,In-store,2022-09-17,2252654663,6380535764
2968,497.28,American Express,In-store,2022-10-06,3246859609,1759097458
2969,191.74,Mastercard,Online,2022-07-27,9151365948,8272185709
2970,985.22,Discover,Online,2023-01-15,3366116564,5555027893
2971,965.63,Visa,Online,2023-02-27,5187403674,3424665228
2972,826.53,Discover,In-store,2022-08-25,4232663554,1982055845
2973,756.73,American Express,In-store,2022-07-08,2070581259,4787320054
2974,540.33,Discover,Online,2023-01-22,6318379703,8598847535
2975,681.37,Visa,In-store,2022-09-28,4864321838,3074569565
2976,635.68,Visa,Online,2022-04-28,3528066648,1367826608
2977,838.46,Mastercard,In-store,2023-02-18,7396692325,9323612269
2978,676.99,Visa,Online,2022-08-11,8479317833,4271230414
2979,578.39,Discover,In-store,2022-08-16,2375655078,1318509294
2980,751.8,American Express,In-store,2022-04-22,2105394696,6810518856
2981,638.22,Visa,In-store,2022-06-24,4006493533,7233222946
2982,743.58,Mastercard,In-store,2022-06-10,8364481844,7490415835
2983,104.7,Discover,In-store,2022-08-08,2148697211,1256972928
2984,748.93,Mastercard,In-store,2022-11-20,2464276876,9827758360
2985,70.45,Mastercard,Online,2022-11-19,5437752159,9098251257
2986,646.48,Visa,Online,2022-06-08,7719522129,1972384170
2987,585.8,Visa,In-store,2022-10-04,3221324723,7961162769
2988,900.37,American Express,Online,2023-02-04,2209814217,6198288038
2989,756.53,Discover,In-store,2022-07-07,5503152569,4540935338
2990,619.75,American Express,In-store,2023-01-07,9931911334,4200352400
2991,862.13,Visa,In-store,2022-05-28,9334183432,8385301393
2992,565.8,Mastercard,In-store,2022-07-27,4942258087,1829997819
2993,934.95,Mastercard,In-store,2022-08-13,5834083605,4963535076
2994,175.07,Visa,Online,2022-05-03,9227671150,6740943168
2995,885.49,Discover,Online,2022-08-31,7004770723,6383127146
2996,683.23,American Express,Online,2022-06-12,7758218991,7738305043
2997,338.68,Visa,Online,2022-11-08,5772368301,7092756552
2998,645.64,American Express,In-store,2023-02-22,8571962237,5489863331
2999,559.26,American Express,In-store,2023-01-30,1722023450,2743724175
3000,631.37,Visa,Online,2022-12-03,6701863887,2725838052
3001,552.2,Mastercard,In-store,2022-04-26,2596528242,4658175461
3002,499.05,Mastercard,Online,2022-05-14,9587336893,2504646741
3003,179.49,Mastercard,In-store,2022-09-17,6038828768,7094314777
3004,410.53,American Express,In-store,2023-01-11,9232971795,4657232764
3005,864.91,American Express,In-store,2022-08-22,8593043082,6349155355
3006,841.82,Mastercard,In-store,2022-08-13,7580657448,9750038003
3007,900.24,Discover,Online,2022-07-25,5069565039,2622895495
3008,493.87,Visa,Online,2022-03-18,9879151748,6860574714
3009,429.09,American Express,In-store,2023-03-04,5163038232,7240103175
3010,604.06,Visa,In-store,2022-12-24,7177550820,2399335664
3011,830.01,Mastercard,Online,2023-02-05,5494584348,5229797986
3012,152.79,Mastercard,In-store,2022-09-12,3802469927,1349561997
3013,125.82,Mastercard,In-store,2022-10-26,1558647005,3016821478
3014,661.58,Mastercard,In-store,2022-08-22,5011390737,8678842674
3015,495.22,Discover,In-store,2023-02-14,5969338141,8327198151
3016,829.45,Visa,Online,2022-05-24,1306856091,3477546162
3017,213.4,Discover,Online,2022-12-31,5400584415,9663660627
3018,324.94,American Express,In-store,2022-03-25,2060986710,2300964392
3019,637.68,Mastercard,Online,2023-02-10,6271154189,4860670952
3020,770.33,Discover,In-store,2022-09-06,8845441063,6482753712
3021,506.81,Discover,In-store,2022-09-02,8841839631,3681611970
3022,209.33,Visa,Online,2022-05-02,7096953354,9050513328
3023,562.77,American Express,Online,2022-12-28,3688704678,2451561012
3024,418.36,Mastercard,In-store,2023-02-04,2512567193,8961749775
3025,403.86,Discover,In-store,2023-01-10,8499101652,5123220913
3026,556.82,American Express,Online,2023-01-12,4900528924,6545952931
3027,490.97,Mastercard,In-store,2022-08-10,5293795679,7055259392
3028,66.16,Mastercard,In-store,2022-07-29,9101679982,2454188878
3029,911.83,Discover,Online,2022-11-01,6238047282,6226958607
3030,485.07,Mastercard,Online,2022-10-06,2844627273,8904213330
3031,538.09,Mastercard,Online,2022-08-25,3831234326,3914255404
3032,26.98,Discover,In-store,2022-09-29,1940938868,5119171362
3033,840.92,Discover,In-store,2022-07-28,3935436035,4720930485
3034,920.1,Discover,Online,2023-01-01,7292173604,3513366534
3035,862.53,Visa,In-store,2022-06-16,1279780656,9155363663
3036,376.05,Visa,Online,2022-07-12,5469460465,1386891789
3037,846.75,American Express,Online,2022-11-01,5233158264,1298768940
3038,334.52,Visa,Online,2022-10-17,9768067893,1273037124
3039,997.89,Mastercard,Online,2022-06-12,1190879189,3229254233
3040,499.87,American Express,Online,2023-01-26,1494762486,1303506652
3041,421.8,Mastercard,In-store,2022-03-29,6453107827,9334091139
3042,326.92,Discover,Online,2023-01-19,2610880930,1420760702
3043,626.01,Discover,Online,2022-08-22,4231154486,6808436115
3044,288.51,American Express,In-store,2022-11-03,3332153510,9551344808
3045,290.5,American Express,Online,2022-05-08,4685530239,9621487963
3046,191.8,American Express,In-store,2022-11-24,3844725308,6766188532
3047,123.31,Mastercard,In-store,2022-10-28,6766899069,1784314337
3048,896.29,American Express,In-store,2023-02-22,3942180147,5663136875
3049,988.54,Discover,In-store,2022-11-14,8304528144,7234167451
3050,232.3,Discover,In-store,2022-09-26,4795787778,6797216086
3051,864.35,Visa,In-store,2022-04-08,5634804052,6378424899
3052,188.45,Visa,In-store,2022-10-31,3525916510,6186302556
3053,836.23,Discover,In-store,2022-06-04,4614470726,1245695263
3054,561.56,Visa,In-store,2022-03-31,1317262696,6101698222
3055,268.15,Visa,In-store,2022-07-20,4063100342,9014333418
3056,693.26,Visa,Online,2022-06-21,9818707672,5342558750
3057,119.77,Visa,Online,2022-04-12,7706308439,4843191651
3058,457.84,Mastercard,In-store,2022-10-08,3991334118,4037603584
3059,551.17,American Express,In-store,2022-06-16,7605094787,6055714812
3060,911.1,Discover,Online,2023-02-03,7431177237,3289066083
3061,28.66,Visa,Online,2022-03-21,7538059555,9106158536
3062,725.11,Visa,In-store,2022-06-24,7834152114,3543980354
3063,661.59,American Express,In-store,2023-02-06,3177917347,4450857503
3064,651.44,American Express,Online,2023-02-28,9872953920,8886028683
3065,601.05,American Express,Online,2022-03-14,1618509406,6467387540
3066,380.6,Discover,In-store,2022-11-04,4004452170,8945479606
3067,430.74,Visa,Online,2022-12-04,4969685512,8156598508
3068,457.7,Discover,Online,2022-09-28,7164605092,8704529218
3069,890.78,Mastercard,Online,2022-07-14,5475067238,8361378208
3070,326.74,American Express,Online,2022-10-02,2883957057,7122692031
3071,784.88,Discover,In-store,2023-03-09,8659067598,4984723892
3072,894.18,American Express,Online,2022-03-17,2071256807,1415766526
3073,941.77,Mastercard,In-store,2022-04-21,7577538385,4522857911
3074,480.91,Mastercard,Online,2023-01-01,4390876227,8141317760
3075,223.45,Visa,In-store,2022-12-11,8215521748,2512103279
3076,817.27,Discover,Online,2022-07-22,3818343724,4222814354
3077,715.28,Mastercard,Online,2022-08-31,6001709416,5090034008
3078,569.45,Mastercard,Online,2022-05-14,8334956889,8601497626
3079,166.25,Visa,In-store,2022-08-07,8644738012,5183508079
3080,438.9,American Express,In-store,2022-03-16,2114952860,3515246374
3081,30.02,Visa,In-store,2022-11-17,2062756116,4370636091
3082,206.03,American Express,In-store,2023-01-12,4710062757,3670529199
3083,620.0,Mastercard,Online,2022-04-07,6164558944,6594769462
3084,691.69,Visa,Online,2022-12-15,1617784359,3804573113
3085,871.39,Visa,In-store,2023-01-20,1767264907,9145937138
3086,753.89,Visa,In-store,2022-04-25,6798941748,4715298636
3087,332.62,Visa,In-store,2022-06-09,4215790086,7793902410
3088,425.15,Discover,Online,2022-05-21,3727784936,2949909709
3089,644.56,Mastercard,In-store,2022-12-03,7101528759,8187423707
3090,118.49,American Express,In-store,2023-03-10,7279882802,9175814917
3091,353.8,Discover,Online,2022-05-08,4795047464,9818775732
3092,869.57,Discover,In-store,2022-12-28,8915804536,5163423414
3093,31.44,Discover,In-store,2022-04-18,4633123428,1535531708
3094,614.83,Visa,Online,2022-04-02,6222417826,9486532404
3095,997.1,American Express,In-store,2022-06-19,5324833372,4202226298
3096,777.9,American Express,Online,2022-12-09,4688363072,6390116490
3097,37.87,Mastercard,In-store,2022-08-03,5836024245,4739236525
3098,696.67,Mastercard,Online,2022-03-17,5723258313,6265512475
3099,545.49,Mastercard,In-store,2022-06-28,8192708910,9211401653
3100,242.17,Visa,In-store,2022-09-01,8457101941,3206335956
3101,225.56,American Express,Online,2022-12-23,4922630530,3329507821
3102,457.59,Discover,In-store,2023-01-31,4233750841,3883180519
3103,844.22,Mastercard,In-store,2022-04-11,5650774053,2891475715
3104,715.12,American Express,Online,2022-10-05,1172842320,1707348489
3105,772.3,Discover,Online,2023-01-01,5600594487,2692134793
3106,186.51,Discover,Online,2023-01-07,4188367705,6038371134
3107,477.98,Mastercard,In-store,2022-05-29,2053573451,2442363530
3108,845.5,Discover,In-store,2022-04-09,7391057044,3250227210
3109,251.24,American Express,Online,2022-06-28,8386348342,7218446375
3110,355.18,Discover,In-store,2022-12-23,4255051082,4877816895
3111,88.91,Visa,Online,2022-06-13,5923451342,2479199154
3112,476.47,American Express,In-store,2022-06-20,4244018679,2391815281
3113,814.82,Visa,In-store,2023-02-17,8541713912,6253081770
3114,752.81,Discover,Online,2022-12-19,4168234559,4627154601
3115,899.9,Mastercard,Online,2023-03-08,8370098286,4969830394
3116,792.57,American Express,Online,2023-03-07,5928696338,3172318994
3117,679.96,Discover,In-store,2022-04-08,5916982919,6514318848
3118,756.74,American Express,In-store,2022-08-19,3331230069,4002612791
3119,479.21,American Express,In-store,2023-02-03,7515387489,3177536050
3120,588.91,American Express,In-store,2022-12-21,4341065886,4036745111
3121,11.79,Mastercard,Online,2022-09-09,7780769001,8703130189
3122,387.53,Visa,Online,2022-06-04,4703949389,4005070665
3123,773.25,Mastercard,In-store,2022-10-26,7258216504,4362410946
3124,500.51,Visa,In-store,2022-06-01,4047213120,6741368386
3125,945.58,Mastercard,Online,2022-05-22,6215178502,7965249234
3126,110.4,Mastercard,In-store,2022-04-26,6973272039,9851575899
3127,441.15,Visa,In-store,2022-05-18,1657619666,9528893631
3128,212.09,Visa,In-store,2023-02-04,7884072760,9771499433
3129,555.97,Discover,Online,2022-07-28,1066923079,1433658354
3130,917.22,Discover,Online,2023-01-28,1140968188,1669934052
3131,74.13,American Express,In-store,2022-06-13,6032876826,2154768882
3132,646.68,Mastercard,Online,2022-07-26,8145767299,5206472638
3133,360.81,Mastercard,Online,2022-04-04,4051685069,1806649590
3134,978.87,Discover,In-store,2022-12-22,3094749785,9142313735
